id,name,party_name,council_id,council_name,election,cand_ward_id,map_ward_id,ward_name,contested,elected,status,occurred_on_count,first_prefs,transfers02,total_votes02,transfers03,total_votes03,transfers04,total_votes04,transfers05,total_votes05,transfers06,total_votes06,transfers07,total_votes07,transfers08,total_votes08,transfers09,total_votes09,transfers10,total_votes10,transfers11,total_votes11,transfers12,total_votes12,electorate,total_poll,valid_poll,rejected,quota,seats,candidates
21695,"Pamela Wilson","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:govan,S13002971,Govan,1,0,Excluded,5,627,3.09456,630.09456,3,633.09456,4,637.09456,5,642.09456,-642.09456,0,0,0,0,0,0,0,0,0,,,,,19658,6745,6479,266,1296,4,10
20593,"Allan Young","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:govan,S13002971,Govan,1,1,Elected,10,604,9.13632,613.13632,8.44208,621.5784,28.14736,649.72576,40.58944,690.3152,54.7368,745.052,20.19534,765.24734,70.25156,835.4989,117.17063,952.66953,146.36523,1099.03,,,,,19658,6745,6479,266,1296,4,10
21703,"Saqib Ahmed","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,1,Elected,1,2213.00,0,2213.00,-508,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,,,,,24050,8788,8520,268,1705,4,10
20591,"Seonad Hoy","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,0,Excluded,7,200,33.35966,233.35966,9.87065,243.23031,2.29422,245.52453,27.69265,273.21718,24.64911,297.86629,34.77445,332.64074,-332.64074,0,0,0,0,0,,,,,24050,8788,8520,268,1705,4,10
21704,"Rashid Hussain","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,1,Elected,10,1039.00,44.00636,1083.01,424.89705,1507.90,3,1510.90,11.98287,1522.89,32.98287,1555.87,35.2995,1591.17,62.5252,1653.69,11.36138,1665.06,441.06689,2106.12,,,,,24050,8788,8520,268,1705,4,10
21705,"George Laird",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,0,Excluded,6,163,9.22714,172.22714,6.65695,178.88409,22.58444,201.46853,11.004,212.47253,16.58444,229.05697,-229.05697,0,0,0,0,0,0,0,,,,,24050,8788,8520,268,1705,4,10
21706,"David McDonald","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,1,Elected,1,2643.00,-938,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,0,1705.00,,,,,24050,8788,8520,268,1705,4,10
21707,"Mark McGowan","Trade Unionist and Socialist Coalition",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,0,Excluded,4,77,12.06626,89.06626,3.2137,92.27996,3,95.27996,-95.27996,0,0,0,0,0,0,0,0,0,0,0,,,,,24050,8788,8520,268,1705,4,10
21708,"Will Millinship","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,0,Excluded,5,131,10.29181,141.29181,4.36145,145.65326,5,150.65326,6.35489,157.00815,-157.00815,0,0,0,0,0,0,0,0,0,,,,,24050,8788,8520,268,1705,4,10
21709,"Rory O'Brien","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,0,Excluded,9,1188.00,10.6467,1198.65,9.41155,1208.06,3.35489,1211.41,6.70978,1218.12,34.9222,1253.05,44.16888,1297.21,31.58444,1328.80,1.43998,1330.24,-1330.24,0,,,,,24050,8788,8520,268,1705,4,10
8401,"Rhiannon Spear","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,1,Elected,8,812,753.78636,1565.79,9.6411,1575.43,4.41956,1579.85,17.5489,1597.40,10.19401,1607.59,28.008,1635.60,111.26827,1746.87,-41.8662,1705.00,0,1705.00,,,,,24050,8788,8520,268,1705,4,10
20424,"Dean Ward",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:greater-pollok,S13002969,"Greater Pollok",1,0,Excluded,3,54,4.61357,58.61357,0.9182,59.53177,-59.53177,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,24050,8788,8520,268,1705,4,10
20895,"Ken Andrew","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,1,Elected,8,1508.00,8.04082,1516.04,3,1519.04,3.07158,1522.11,23.02598,1545.14,30.02386,1575.16,49.21464,1624.38,1007.74,2632.11,,,,,,,,,17923,6793,6704,89,1677,3,8
21717,"Matthew Clark","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,0,Excluded,4,298,5.6071,303.6071,4.07158,307.67868,4.02386,311.70254,-311.70254,0,0,0,0,0,0,0,,,,,,,,,17923,6793,6704,89,1677,3,8
8396,"Hanzala Malik","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,1,Elected,6,1457.00,7.22958,1464.23,1,1465.23,4.07158,1469.30,156.00424,1625.31,310.26246,1935.57,-258.56786,1677.00,0,1677.00,,,,,,,,,17923,6793,6704,89,1677,3,8
1264,"Martyn McIntyre","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,0,Excluded,5,680,0.66808,680.668,6.02386,686.69194,7.02386,693.7158,50.62036,744.33616,-744.33616,0,0,0,0,0,,,,,,,,,17923,6793,6704,89,1677,3,8
21718,"Antony Sammeroff","Scottish Libertarian Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,0,Excluded,2,26,0.2386,26.2386,-26.2386,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,17923,6793,6704,89,1677,3,8
21719,"Douglas Timmins",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,0,Excluded,3,34,0.4772,34.4772,3.04772,37.52492,-37.52492,0,0,0,0,0,0,0,0,0,,,,,,,,,17923,6793,6704,89,1677,3,8
7450,"Martha Wardrop","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,1,Elected,1,1718.00,-41,1677.00,0,1677.00,0,1677.00,0,1677.00,0,1677.00,0,1677.00,0,1677.00,,,,,,,,,17923,6793,6704,89,1677,3,8
8402,"Caroline Welsh","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:hillhead,S13002977,Hillhead,1,0,Excluded,7,983,15.53286,998.5328,2.09544,1000.63,4.19088,1004.82,25.9544,1030.77,16.09544,1046.87,29.58792,1076.46,-1076.46,0,,,,,,,,,17923,6793,6704,89,1677,3,8
20889,"Susan Aitken","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,1,Elected,1,2874.00,-724,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,,,,,,,24301,11028,10749,279,2150,4,9
21726,"Jane Collins","UK Independence Party (UKIP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,0,Excluded,5,106,4.78629,110.78629,0.90695,111.69324,0.03216,111.7254,3.07109,114.79649,-114.79649,0,0,0,0,0,0,0,,,,,,,24301,11028,10749,279,2150,4,9
21727,"Archie Graham","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,1,Elected,3,2089.00,51.64155,2140.64,12.73912,2153.38,-3.38067,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,,,,,,,24301,11028,10749,279,2150,4,9
8358,"Thomas Haddow","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,0,Excluded,8,1459.00,6.04584,1465.05,2.43712,1467.48,0.1973,1467.68,1.07109,1468.75,43.05089,1511.80,81.35532,1593.16,173.82391,1766.98,-1766.98,0,,,,,,,24301,11028,10749,279,2150,4,9
8371,"Kevin Lewsey","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,0,Excluded,6,350,5.54202,355.54202,4.66514,360.20716,0.19953,360.40669,4.31224,364.71893,9.44869,374.16762,-374.16762,0,0,0,0,0,,,,,,,24301,11028,10749,279,2150,4,9
19486,"Steven Livingston","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,0,Excluded,7,737,8.56494,745.56494,7.22432,752.78926,2.36766,755.15692,17.28955,772.44647,16.05048,788.49695,89.51693,878.01388,-878.01388,0,0,0,,,,,,,24301,11028,10749,279,2150,4,9
21728,"Anna Richardson","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,1,Elected,2,1760.00,550.67526,2310.68,-160.67526,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,0,2150.00,,,,,,,24301,11028,10749,279,2150,4,9
21729,"Ronnie Stevenson","Trade Unionist and Socialist Coalition",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,0,Excluded,4,97,1.51146,98.51146,4.99987,103.51133,0.05133,103.56266,-103.56266,0,0,0,0,0,0,0,0,0,,,,,,,24301,11028,10749,279,2150,4,9
20594,"Tanya Wisely","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:langside,S13002973,Langside,1,1,Elected,9,1277.00,63.98514,1340.99,96.94811,1437.93,0.18,1438.11,58.23486,1496.35,9.8551,1506.20,116.15247,1622.36,240.7435,1863.10,360.43153,2223.53,,,,,,,24301,11028,10749,279,2150,4,9
21344,"Euan Blockley","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,1,Elected,11,1395.00000,15.00000,1410.00000,1,1411,4,1415,11.00000,1426.00000,3.00000,1429.00000,0.33150,1429.33150,151.16575,1580.49725,32.05525,1612.55250,0.91869,1613.47119,43.23135,1656.70254,,,22310,9059,8800,259,1761,4,12
21345,"Max Brodie","Solidarity - Scotland's Socialist Movement",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,2,67.00000,3.00000,70.00000,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
7639,"Margot Clark","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,7,676.00000,0.00000,676.00000,2,678,7,685,22.00000,707.00000,7.00000,714.00000,2.37575,716.37575,-716.37575,0,0,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
21346,"John Cowan","UK Independence Party (UKIP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,1,58.00000,-58.00000,0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
21347,"Malcolm Cunning","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,1,Elected,11,1348.00000,9.00000,1357.00000,8,1365,5,1370,30.00000,1400.00000,15.00000,1415.00000,2.26525,1417.26525,141.16575,1558.43100,96.38675,1654.81775,5.74078,1660.55853,985.91906,2646.47759,,,22310,9059,8800,259,1761,4,12
20589,"Alan Digney","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,4,288.00000,5.00000,293.00000,10,393,7,310,-310,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
21348,"Glenn Elder","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,1,Elected,6,1646.00000,2.00000,1648.00000,7,1655,0,1655,65.00000,1720.00000,144.00000,1864.00000,-103.00000,1761.00000,0,1761.00000,0,1761.00000,0,1761.00000,0,1761.00000,,,22310,9059,8800,259,1761,4,12
20894,"Paul Leinster","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,5,448.00000,0.00000,448.00000,0,448,2,450,16.00000,466.00000,-466.00000,0,0,0,0,0,0,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
21349,"Cathy Milligan",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,8,744,8.00000,752.00000,16,768,29,797,48.00000,845.00000,21.00000,866.00000,8.17700,874.17700,63.27625,937.45325,-937.45325,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
21350,"Margaret Morgan","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,1,Elected,9,1032.00000,0.00000,1032.00000,5,1037,3,1040,65.00000,1105.00000,252.00000,1357.00000,81.71475,1438.71475,93.71825,1532.43300,269.86750,1802.30050,-41.30050,1761.00000,0,1761.00000,,,22310,9059,8800,259,1761,4,12
21351,"Bobby Pollock",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,3,69.00000,3.00000,72.00000,2,74,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22310,9059,8800,259,1761,4,12
21352,"Alan Stewart","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:linn,S13002967,Linn,1,0,Excluded,10,1029.00000,5.00000,1034.00000,5,1039,8,1047,23.00000,1070.00000,8.00000,1078.00000,1.54700,1079.54700,93.27625,1172.82325,106.27625,1279.09950,5.99737,1285.09687,-1285.09687,0,,,22310,9059,8800,259,1761,4,12
21737,"Jane Burge","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,0,"Not elected",,606,40,646,0.0416,646.0416,19.00832,665.04992,30.1197,695.16962,48.47044,743.64006,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
21738,"Alex Dingwall","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,0,Excluded,1,255,-255,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
20600,"Michael Herrigan","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,0,Excluded,5,505,57,562,0.4992,562.4992,23.00832,585.50752,31.95672,617.46424,-617.46424,0,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
21739,"John Letford","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,1,Elected,2,1418.00,21,1439.00,-6,1433.00,0,1433.00,0,1433.00,0,1433.00,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
21740,"Jane Morgan","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,1,Elected,4,1210.00,67,1277.00,0.32864,1277.33,341.00832,1618.34,-185.33696,1433.00,0,1433.00,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
21741,"Mohammed Razaq","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,0,Excluded,3,421,24,445,0.08736,445.08736,-445.08736,0,0,0,0,0,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
21742,"Franny Scally","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:maryhill,S13002981,Maryhill,1,1,Elected,6,1315.00,13,1328.00,4.71328,1332.71,27.0416,1359.75,28.18978,1387.94,370.25367,1758.20,,,,,,,,,,,,,15247,5936,5730,206,1433,3,7
12888,"Rebecca Louise Coleman-Bennett","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,0,Excluded,2,259,1.0056,260.0056,-260.0056,0,0,0,0,0,0,0,0,0,,,,,,,,,,,17775,7514,7263,251,1816,3,7
21743,"Stephen Curran","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,1,Elected,4,1704.00,4.42464,1708.42,67.3352,1775.76,267.3352,2043.10,-227.09504,1816.00,0,1816.00,0,1816.00,,,,,,,,,,,17775,7514,7263,251,1816,3,7
21744,"Josephine Docherty","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,1,Elected,1,1879.00,-63,1816.00,0,1816.00,0,1816.00,0,1816.00,0,1816.00,0,1816.00,,,,,,,,,,,17775,7514,7263,251,1816,3,7
20590,"Charles Gay","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,0,Excluded,5,422,5.32968,427.32968,72.20112,499.5308,25.06704,524.59784,44.33814,568.93598,-568.93598,0,0,0,,,,,,,,,,,17775,7514,7263,251,1816,3,7
21745,"Fay Graham","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,0,Excluded,3,371,1.60896,372.60896,18.06704,390.676,-390.676,0,0,0,0,0,0,0,,,,,,,,,,,17775,7514,7263,251,1816,3,7
5896,"Kyle Thornton","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,1,Elected,7,1596.00,0.73744,1596.74,49.03352,1645.77,23.10056,1668.87,39.94005,1708.81,66.09181,1774.90,382.99181,2157.90,,,,,,,,,,,17775,7514,7263,251,1816,3,7
21746,"Gavin Williamson","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:newlandsauldburn,S13002968,Newlands/Auldburn,1,0,Excluded,6,1032.00,46.55928,1078.56,15.26816,1093.83,16.87152,1110.70,27.65865,1138.36,270.65784,1409.02,-1409.02,0,,,,,,,,,,,17775,7514,7263,251,1816,3,7
21748,"Gerry Boyle",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,0,Excluded,5,427,5.7736,432.7736,4.24744,437.02104,15.32992,452.35096,82.12456,534.47552,-534.47552,0,0,0,0,0,,,,,,,,,15406,4513,4315,198,1079,3,8
21749,"Maureen Burke","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,1,Elected,1,1176.00,-97,1079.00,0,1079.00,0,1079.00,0,1079.00,0,1079.00,0,1079.00,0,1079.00,,,,,,,,,15406,4513,4315,198,1079,3,8
21750,"Stephen Docherty","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,0,Excluded,4,342,69.77808,411.77808,3.32992,415.108,23.57736,438.68536,-438.68536,0,0,0,0,0,0,0,,,,,,,,,15406,4513,4315,198,1079,3,8
21751,"Frances Howell","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,0,Excluded,7,524,3.05176,527.05176,1,528.05176,15,543.05176,64.7224,607.77416,76.4744,684.24856,0.7149,684.96346,-684.96346,0,,,,,,,,,15406,4513,4315,198,1079,3,8
20888,"Ruairi Kelly","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,1,Elected,6,971,3.7116,974.7116,5.24744,979.95904,12,991.95904,39.02104,1030.98,129.6496,1160.63,-81.62968,1079.00,0,1079.00,,,,,,,,,15406,4513,4315,198,1079,3,8
21752,"Jenny Kiernan","Solidarity - Scotland's Socialist Movement",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,0,Excluded,2,34,1.15472,35.15472,-35.15472,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,15406,4513,4315,198,1079,3,8
20887,"Mandy Morgan","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,1,Elected,8,739,1.97952,740.97952,3,743.97952,27.08248,771.062,21.80432,792.86632,79.07224,871.93856,68.48544,940.424,95.26411,1035.69,,,,,,,,,15406,4513,4315,198,1079,3,8
20606,"Carole Ure","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:north-east,S13002987,"North East",1,0,Excluded,3,102,1.2372,103.2372,6.16496,109.40216,-109.40216,0,0,0,0,0,0,0,0,0,,,,,,,,,15406,4513,4315,198,1079,3,8
468,"Martin Bartos","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,1,Elected,5,1727.00,36.31944,1763.32,16.08822,1779.41,33.52843,1812.94,335.2914,2148.23,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
21754,"Tony Curtis","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,1,Elected,1,2336.00,0,2336.00,-232,2104.00,0,2104.00,0,2104.00,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
8336,"Carole Louise Ford","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,0,Excluded,4,889,5.64723,894.64723,79.448,974.09523,35.27699,1009.37,-1009.37,0,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
20893,"Kenny McLean","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,1,Elected,1,2366.00,-262,2104.00,0,2104.00,0,2104.00,0,2104.00,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
8338,"Tom Muirhead",Independent,glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,0,Excluded,3,109,2.87898,111.87898,23.63578,135.51476,-135.51476,0,0,0,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
21755,"Martin Rhodes","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,1,Elected,5,1848.00,9.41205,1857.41,45.58329,1903.00,19.99524,1922.99,380.31215,2303.30,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
531,"Kaukab Stewart","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:partick-eastkelvindale,S13002989,"Partick East/Kelvindale",1,0,"Not elected",,1241.00,198.53889,1439.54,2.9793,1442.52,14.3447,1456.86,62.21912,1519.08,,,,,,,,,,,,,,,21691,10596,10516,80,2104,4,7
21763,"Iain Cameron","UK Independence Party (UKIP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,0,Excluded,3,98,2.49354,100.49354,31.72524,132.21878,-132.21878,0,0,0,0,0,0,0,0,0,,,,,,,,,21700,10549,10288,261,2058,4,8
6604,"Ewan Hoyle","Liberal Democrats",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,0,Excluded,4,302,9.26172,311.26172,71.61216,382.87388,31.12298,413.99686,-413.99686,0,0,0,0,0,0,0,,,,,,,,,21700,10549,10288,261,2058,4,8
21764,"Norman MacLeod","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,1,Elected,1,2504.00,-446,2058.00,0,2058.00,0,2058.00,0,2058.00,0,2058.00,0,2058.00,0,2058.00,,,,,,,,,21700,10549,10288,261,2058,4,8
21765,"David Meikle","Conservative and Unionist Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,1,Elected,1,2370.00,0,2370.00,-312,2058.00,0,2058.00,0,2058.00,0,2058.00,0,2058.00,0,2058.00,,,,,,,,,21700,10549,10288,261,2058,4,8
20436,"Jon Molyneux","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,1,Elected,8,1399.00,62.69472,1461.69,20.79912,1482.49,14.85738,1497.35,147.96087,1645.31,82.67718,1727.99,58.31994,1786.31,974.42652,2760.74,,,,,,,,,21700,10549,10288,261,2058,4,8
21766,"Hanif Raja","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,1,Elected,6,1552.00,18.87966,1570.88,36.201,1607.08,14.36952,1621.45,79.38858,1700.84,677.87555,2378.71,-320.71431,2058.00,0,2058.00,,,,,,,,,21700,10549,10288,261,2058,4,8
13095,"Nighet Riaz","Scottish National Party (SNP)",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,0,Excluded,7,1222.00,320.41989,1542.42,7.2402,1549.66,6.79761,1556.46,13.32208,1569.78,47.97154,1617.75,67.1916,1684.94,-1684.94,0,,,,,,,,,21700,10549,10288,261,2058,4,8
8373,"Fariha Janet Thomas","Labour Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:pollokshields,S13002972,Pollokshields,1,0,Excluded,5,841,7.83684,848.83684,29.35572,878.19256,11.84296,890.03552,64.16512,954.20064,-954.20064,0,0,0,0,0,,,,,,,,,21700,10549,10288,261,2058,4,8
20604,"Kevin Campbell","Scottish Green Party",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:shettleston,S13002985,Shettleston,1,0,Excluded,7,222,3.0756,225.0756,6,231.0756,3,234.0756,15.20504,249.28064,16.20504,265.48568,9,274.48568,-274.48568,0,0,0,0,0,0,0,,,21134,7882,7556,326,1512,4,12
6172,"Jamie Cocozza","Trade Unionist and Socialist Coalition",glasgow-city,"Glasgow City",local.glasgow-city.2017-05-04,UTW:shettleston,S13002985,Shettleston,1,0,Excluded,4,60,3.28064,63.28064,4,67.28064,2.20504,69.48568,-69.48568,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21134,7882,7556,326,1512,4,12
